rank,title,titleTitle,year,kind,isbn,genres,publisher,primaryPerson,rating,parentalAdvisory,circs,price,kids mode
182,The Stand,,2014,AUDIOBOOK,9783838769660,Horror,Lübbe Audio,Stephen King,,FALSE,1,2.99,FALSE
183,The Forgotten Warrior,,2011,EBOOK,9780062093523,"Action & Adventure, Animals, Cats, Fantasy & Magic, Juvenile Fiction",HarperCollins Publishers,Erin Hunter,,FALSE,1,1.14,TRUE
184,The Boys Omnibus Vol. 1,,2019,COMIC,9781524108601,"Drama, Horror, Superhero",Dynamite Entertainment,Garth Ennis,M,FALSE,1,,FALSE
185,The Gown,,2018,EBOOK,9780062674968,"Fiction, Historical, Historical - 20th Century, Romance, Sagas",HarperCollins Publishers,Jennifer Robson,,FALSE,1,0.99,FALSE
186,Earth Magic,,2003,EBOOK,9781632658302,"Body, Mind & Spirit, Esp (clairvoyance, Precognition, Telepathy), Parapsychology, Religion, Wicca, Witchcraft",Red Wheel Weiser,Marion Weinstein,,FALSE,1,1.79,FALSE
187,Shazam!: A Celebration of 75 Years,,2015,COMIC,9781401257392,"Action & Adventure, Media Tie-In, Superhero, Teen",DC Comics,Various Authors,T,FALSE,1,3.99,FALSE
188,Unf#ck Your Brain,,2017,EBOOK,9781621060406,"Anxieties & Phobias, Mental Health, Personal Growth, Post-traumatic Stress Disorder (ptsd), Psychology, Psychopathology, Self-help",Microcosm Publishing,"Faith G. Harper, PhD, LPC-S, ACS, ACN",,FALSE,1,,FALSE
189,The Double Clue,,2019,AUDIOBOOK,9781974933938,"Classics, Mystery","Dreamscape Media, LLC",Agatha Christie,,FALSE,1,,FALSE
190,The Things We Cannot Say,,2019,AUDIOBOOK,9781488205842,Fiction,Harlequin Audio,Kelly Rimmer,,FALSE,1,3.99,FALSE
191,A Danger to Herself and Others,,2019,EBOOK,9781492667254,"Contemporary, Mental Illness, Physical & Emotional Abuse, Romance, Social Themes, Thrillers & Suspense, Young Adult Fiction",Sourcebooks Inc,Alyssa Sheinmel,,FALSE,1,0.74,FALSE
192,Big Nate,,2014,EBOOK,9780062107602,"Comics & Graphic Novels, Friendship, Humorous, Humorous Stories, Juvenile Fiction, Social Themes",HarperCollins Publishers,Lincoln Peirce,,FALSE,1,1.49,TRUE
193,Frank Capra's Pocketful Of Miracles,,1961,MOVIE,,"Comedy, Romance",MGM,Glenn Ford,NRC,FALSE,1,2.99,FALSE
194,the mermaid's voice returns in this one,,2019,EBOOK,9781524852313,"American, Love & Erotica, Poetry, Subjects & Themes",Andrews McMeel,Amanda Lovelace,,FALSE,1,0.49,FALSE
195,Nature's Best Hope,,2020,EBOOK,9781604699791,"Environmental Conservation & Protection, Environmental Science, Gardening, Nature, Organic, Science",Timber Press,Douglas W. Tallamy,,FALSE,1,1.14,FALSE
196,The Book Woman of Troublesome Creek,,2019,AUDIOBOOK,9781982634988,Drama,Blackstone Publishing,Kim Michele Richardson,,FALSE,1,1.87,FALSE
197,The Book Woman of Troublesome Creek,,2019,AUDIOBOOK,9781982634988,Drama,Blackstone Publishing,Kim Michele Richardson,,FALSE,1,2.49,FALSE
198,Masters of War: History's Greatest Strategic Thinkers,,2012,AUDIOBOOK,9781682765111,History,The Great Courses,Andrew R. Wilson,,FALSE,1,3.99,FALSE
199,Mind Over Clutter,,2019,AUDIOBOOK,9780008353773,Self Help,HarperCollins Publishers UK,Nicola Lewis,,FALSE,1,3.99,FALSE
200,In The Guise of Death,Inspector Lynley Mysteries  - Season 4,2005,TELEVISION,,"Crime, Drama",BBC Studios,Nathaniel Parker,TV14,FALSE,1,1.99,FALSE
201,The Seed of Cunning,Inspector Lynley Mysteries  - Season 4,2005,TELEVISION,,"Crime, Drama",BBC Studios,Nathaniel Parker,TV14,FALSE,1,1.99,FALSE
202,In Divine Proportion,Inspector Lynley Mysteries  - Season 4,2005,TELEVISION,,"Crime, Drama",BBC Studios,Nathaniel Parker,TV14,FALSE,1,1.99,FALSE
203,Natural Causes,Inspector Lynley Mysteries  - Season 5,2006,TELEVISION,,"Crime, Drama",BBC Studios,Nathaniel Parker,TV14,FALSE,1,1.99,FALSE
204,The Word of God,Inspector Lynley Mysteries  - Season 4,2005,TELEVISION,,"Crime, Drama",BBC Studios,Nathaniel Parker,TV14,FALSE,1,1.99,FALSE
205,Drop Dead Divas,,2010,EBOOK,9781935661801,"Fiction, Mystery & Detective, Women, Women Sleuths",BelleBooks Inc.,Virginia Brown,,FALSE,1,0.49,FALSE
206,The Boys Omnibus Vol. 2,,2019,COMIC,9781524109714,,Dynamite Entertainment,Garth Ennis,M,FALSE,1,,FALSE
207,As Long as We Both Shall Live,,2019,AUDIOBOOK,9781250301352,Mystery,Macmillan Audio,JoAnn Chaney,,FALSE,1,3.99,FALSE
208,The Timepiece,,2019,EBOOK,9781493420124,"Amish & Mennonite, Christian, Fiction, Religious",Baker Publishing Group,Beverly Lewis,,FALSE,1,0.79,FALSE
209,"Forsyte Saga, Season 1, Episode 1",Forsyte Saga - Season 1,2003,TELEVISION,,Drama,PBS,Damian Lewis,TVPG,FALSE,1,1.49,FALSE
210,"The Complete Book of Spells, Curses, and Magical Recipes",,2011,EBOOK,9781628731729,"Ancient Mysteries & Controversial Knowledge, Body, Mind & Spirit, Channeling & Mediumship, Magick Studies, Religion, Wicca, Witchcraft",Skyhorse,Leonard R. N. Ashley,,FALSE,1,1.29,FALSE
211,Mata Hari,,2019,COMIC,9781506705903,"Crime, Literary",Dark Horse Comics,Emma Beeby,M,FALSE,1,0.59,FALSE
212,Pilot,Angie Tribeca - Season 1,2016,TELEVISION,,,TBS,Rashida Jones,TV14,FALSE,1,,FALSE
213,Field of Screams,Impractical Jokers - Season 3,2011,TELEVISION,,"Comedy, Reality TV",truTV,Sal Vulcano,TV14,FALSE,1,0.99,FALSE
214,Bonus Footage,Impractical Jokers - Season 3,2011,TELEVISION,,"Comedy, Reality TV",truTV,Sal Vulcano,TV14,FALSE,1,0.99,FALSE
215,Star Wars Special,,2005,MOVIE,,"Animation & Cartoons, Comedy",Adult Swim,Seth Green,NRT,FALSE,1,0.99,FALSE
216,Sea Witch Rising,,2019,AUDIOBOOK,9780062938664,"Romance, Teen",Katherine Tegen Books,Sarah Henning,,FALSE,1,3.99,FALSE
217,The Book Woman of Troublesome Creek,,2019,EBOOK,9781492671534,"Fiction, Historical, Small Town & Rural, Women",Sourcebooks Inc,Kim Michele Richardson,,FALSE,1,0.79,FALSE
218,Total Survival,,2019,EBOOK,9781510739024,"House & Home, Natural Disasters, Nature, Personal & Practical Guides, Reference, Security, Survival & Emergency Preparedness, Sustainable Living",Skyhorse,James C. Jones,,FALSE,1,1.29,FALSE
219,Terra's Little Family Special,Little Women LA Terra's Little Family - Season 1,2015,TELEVISION,,"Home & Lifestyle, Reality TV",A+E Networks,Joe Gnoffo,TVPG,FALSE,1,1.49,FALSE
220,"Big Risk, Little Baby",Little Women LA Terra's Little Family - Season 1,2015,TELEVISION,,"Home & Lifestyle, Reality TV",A+E Networks,Joe Gnoffo,TVPG,FALSE,1,0.99,FALSE
221,Before 1776: Life in the American Colonies,,2009,AUDIOBOOK,9781682764879,History,The Great Courses,Robert J. Allison,,FALSE,1,3.99,FALSE
222,Energy Anatomy,,2007,AUDIOBOOK,9781604070606,Health & Fitness,Sounds True,Caroline Myss,,FALSE,1,,FALSE
223,Radical Self-Acceptance,,2009,AUDIOBOOK,9781604072747,Self Help,Sounds True,"Tara Brach, Ph.D.",,FALSE,1,1.29,FALSE
224,The Biology of Belief,,2007,AUDIOBOOK,9781604070118,Nonfiction,Sounds True,Bruce H. Lipton,,FALSE,1,1.29,FALSE
225,The Professor and the Madman,,2019,MOVIE,,"Drama, Indie",Vertical Entertainment,Mel Gibson,NRA,FALSE,1,1.99,FALSE
226,The Egyptian Antiquities Murder,,2019,AUDIOBOOK,9781950054138,Mystery,Findaway Voices,Sara Rosett,,FALSE,1,,FALSE
227,Neither here nor there,,2015,EBOOK,9780062417428,"Essays, Essays & Travelogues, Form, Humor, Topic, Travel, Travel",HarperCollins Publishers,Bill Bryson,,FALSE,1,1.99,FALSE
228,The Long Cosmos,,2016,EBOOK,9780062297396,"Action & Adventure, Fiction, Science Fiction",HarperCollins Publishers,Terry Pratchett,,FALSE,1,1.14,FALSE
229,The Ten-Cent Plague,,2009,AUDIOBOOK,9781982414771,History,Blackstone Publishing,David Hajdu,,FALSE,1,2.24,FALSE
230,Catching Fire,,2019,AUDIOBOOK,9781338589023,"Sci-Fi & Fantasy, Teen",Scholastic,Suzanne Collins,,FALSE,1,2.29,FALSE
231,Master Z,,2019,MOVIE,,"Action & Adventure, Drama",Well Go USA,Max Zhang,NRA,FALSE,1,1.99,FALSE
232,Deadly Intentions,,2015,AUDIOBOOK,9781987169737,"Mystery, Sci-Fi & Fantasy",Findaway Voices,Leighann Dobbs,,FALSE,1,1.49,FALSE
233,Naughty Neighbor,,2009,EBOOK,9780061795817,Fiction,HarperCollins Publishers,Janet Evanovich,,FALSE,1,1.14,FALSE
234,Twelfth Night,,2008,COMIC,9781616412715,"Children's, Drama",Magic Wagon,William Shakespeare,E,FALSE,1,1.59,TRUE
235,Die by the Gun,,2018,EBOOK,9780786040780,"Fiction, Westerns",Pinnacle Books,William W. Johnstone,,FALSE,1,0.99,FALSE
236,The Perfect Christian,,2012,EBOOK,9781622860463,"African American, Christian, Fiction, Urban, Women",Urban Books,E.N. Joy,,FALSE,1,1.29,FALSE
237,Elmo's Potty Time,,2010,MOVIE,,Children's,Cinedigm,Kevin Clash,NRC,FALSE,1,2.99,TRUE
238,Avengers by Jason Aaron Vol. 1: The Final Host,,2019,COMIC,9781302506513,"Media Tie-In, Superhero, Teen",Marvel Entertainment,Jason Aaron,T,FALSE,1,,FALSE
239,Colter's Journey,,2017,EBOOK,9780786038121,"Action & Adventure, Fiction, Historical, Westerns",Pinnacle Books,William W. Johnstone,,FALSE,1,0.99,FALSE
240,Made to Move Mountains,,2020,EBOOK,9781493421343,"Christian Living, Inspirational, Religion, Spiritual Growth, Women's Interests",Baker Publishing Group,Kristen Welch,,FALSE,1,0.79,FALSE
241,Curse of the Judas Chalice,,2009,MOVIE,,"Action & Adventure, Sci-Fi & Fantasy",Electric Entertainment,Noah Wyle,NRC,FALSE,1,1.99,FALSE
242,Return to King Solomon's Mines,,2006,MOVIE,,"Action & Adventure, Sci-Fi & Fantasy",Electric Entertainment,Noah Wyle,NRC,FALSE,1,1.99,FALSE
243,Quest for the Spear,,2005,MOVIE,,"Action & Adventure, Sci-Fi & Fantasy",Electric Entertainment,Noah Wyle,NRC,FALSE,1,1.99,FALSE
244,Before He Wakes,,2014,EBOOK,9781626812895,"Con Artists, Hoaxes & Deceptions, History, Murder, Serial Killers, State & Local - South, True Crime, United States",Diversion Books,Jerry Bledsoe,,FALSE,1,0.5,FALSE
245,Lover,,2019,MUSIC,,Pop,Taylor Swift,Taylor Swift,,FALSE,1,1.49,FALSE
246,The Lies We Tell,,2019,AUDIOBOOK,9781974966400,Mystery,"Dreamscape Media, LLC",Debra Webb,,FALSE,1,2.99,FALSE
247,Pete the Cat and the Lost Tooth,,2017,EBOOK,9780062675200,"Animals, Beginner, Cats, Daily Activities, Health & Daily Living, Juvenile Fiction, Readers",HarperCollins Publishers,James Dean,,FALSE,1,1.14,TRUE
248,Loki: Agent of Asgard Vol. 1: Trust Me,,2019,COMIC,9781302398422,"Media Tie-In, Superhero, Teen",Marvel Entertainment,Al Ewing,T,FALSE,1,,FALSE
249,Claim Your Crown,,2020,AUDIOBOOK,9781545913567,"Christian Non-Fiction, Teen",christianaudio.com,Tarah-Lynn Saint-Elien,,FALSE,1,1.64,FALSE
250,The Daughter In Law,,2019,AUDIOBOOK,9781838894498,Mystery,Boldwood Books,Nina Manning,,FALSE,1,1.99,FALSE
251,"Snow, Glass, Apples",,2019,COMIC,9781506709802,,Dark Horse Comics,Neil Gaiman,M,FALSE,1,,FALSE
252,Diary of an Awesome Friendly Kid: Rowley Jefferson's Journal,,2019,EBOOK,9781683357414,"Humorous Stories, Juvenile Fiction",Abrams,Jeff Kinney,,FALSE,1,0.64,TRUE
253,Rodrick Rules,,2012,EBOOK,9781613122440,"Humorous Stories, Juvenile Fiction",Abrams,Jeff Kinney,,FALSE,1,0.69,TRUE
254,Diary of a Wimpy Kid,,2012,EBOOK,9781613122433,"Humorous Stories, Juvenile Fiction",Abrams,Jeff Kinney,,FALSE,1,0.69,TRUE
255,The Last Straw,,2012,EBOOK,9781613122457,"Humorous Stories, Juvenile Fiction",Abrams,Jeff Kinney,,FALSE,1,,TRUE
256,The Last Straw,,2012,EBOOK,9781613122457,"Humorous Stories, Juvenile Fiction",Abrams,Jeff Kinney,,FALSE,1,0.69,TRUE
257,Swiss Family Robinson,,2019,AUDIOBOOK,9781645550266,"Children's, Classics",Oasis Audio,Johann David Wyss,,FALSE,1,0.99,TRUE
258,The Art of Reading Minds: How to Understand and Influence Others Without Them Noticing,,2019,AUDIOBOOK,9781974973996,Self Help,"Dreamscape Media, LLC",Henrik Fexeus,,FALSE,1,2.99,FALSE
259,Atomic Habits by James Clear - A Summary,,2019,AUDIOBOOK,9781982782047,Self Help,Author's Republic,Best Self Audio,,FALSE,1,0.69,FALSE
260,An Old-Fashioned Texas Christmas,,2019,EBOOK,9781493421770,"Christian, Fiction, Historical, Holidays, Romance, Romance - Historical",Baker Publishing Group,Karen Witemeyer,,FALSE,1,0.34,FALSE
261,Sea Patrol: Pups Save a Shark/Sea Patrol: Pups Save the Pier,PAW Patrol - Season 8,2017,TELEVISION,,"Action & Adventure, Children's",Nickelodeon,Devan Cohen,TVY,FALSE,1,1.99,TRUE
262,They Called Us Enemy,,2019,COMIC,9781684067510,,IDW Publishing,George Takei,T,FALSE,1,,FALSE
263,Dragonslayer,,2020,AUDIOBOOK,9781338605884,"Children's, Sci-Fi & Fantasy",Scholastic Audiobooks,Tui T. Sutherland,,FALSE,1,2.29,TRUE
264,Eight Perfect Murders,,2020,AUDIOBOOK,9780062838223,Mystery,HarperAudio,Peter Swanson,,FALSE,1,3.99,FALSE
265,Separation Anxiety,,2020,AUDIOBOOK,9780062983992,Fiction,HarperAudio,Laura Zigman,,FALSE,1,3.99,FALSE
266,I Could Be You,,2020,EBOOK,9781788637701,"Amateur Sleuth, Crime, Crime, Fiction, Mystery & Detective, Suspense, Thrillers, Women Sleuths",Canelo Digital Publishing Ltd,Sheila Bugler,,FALSE,1,0.74,FALSE
267,Force Collector,,2019,EBOOK,9781368051064,"Action & Adventure, Media Tie-in, Science Fiction, Space Opera, Young Adult Fiction",Disney Book Group,Kevin Shinick,,FALSE,1,1.99,FALSE
268,A Friend of the Family,,2020,AUDIOBOOK,9781690560869,Fiction,"Dreamscape Media, LLC",Lisa Jewell,,FALSE,1,2.99,FALSE
269,Virgin River,,2019,EBOOK,9781488058981,"Contemporary, Fiction, Romance, Small Town & Rural, Women",MIRA Books,Robyn Carr,,FALSE,1,1.69,FALSE
270,The Housekeeper,,2019,EBOOK,9780648225980,"Crime, Fiction, Psychological, Suspense, Thrillers",The Last Word,Natalie Barelli,,FALSE,1,1.29,FALSE
271,The Spanish Flu Epidemic and its Influence on History,,2020,EBOOK,9781526745187,History,Pen and Sword,Jaime Breitnauer,,FALSE,1,0.84,FALSE
272,Moon Knight Vol. 3: In the Night,,2019,COMIC,9781302482169,,Marvel Entertainment,Cullen Bunn,T,FALSE,1,,FALSE
273,Captain America Vol. 1: Winter in America,,2019,COMIC,9781302508678,"Media Tie-In, Superhero, Teen",Marvel Entertainment,Ta-Nehisi Coates,T,FALSE,1,,FALSE
274,Lily,,2016,AUDIOBOOK,9781987194029,Romance,Findaway Voices,Keira Montclair,,FALSE,1,1.69,FALSE
275,Star Trek: The Q Conflict,,2019,COMIC,9781684068036,,IDW Publishing,Scott Tipton,T,FALSE,1,,FALSE
276,The Woman in the Window,,2018,EBOOK,9780062678447,"Crime, Fiction, Psychological, Suspense, Thrillers",HarperCollins,A. J. Finn,,FALSE,1,1.99,FALSE
277,Minimalism,,2015,MOVIE,,Documentary,Video Project,Dan Harris,NRC,FALSE,1,0.99,FALSE
278,Drive Me Crazy,,2020,EBOOK,9781393232315,"Clean & Wholesome, Contemporary, Fiction, New Adult, Romance","Chasing Romance, Inc.",Samantha Chase,,FALSE,1,1.29,FALSE
279,And Then One Day,,2020,EBOOK,9781393495451,"Clean & Wholesome, Contemporary, Fiction, New Adult, Romance","Chasing Romance, Inc.",Samantha Chase,,FALSE,1,1.29,FALSE
280,Home Sweet Home,,2020,EBOOK,9781420146127,"Collections & Anthologies, Contemporary, Fiction, Romance, Women",Zebra Books,Fern Michaels,,FALSE,1,0.99,FALSE
281,The Soul Mate,,2017,EBOOK,1230001715767,"Fiction, New Adult, Romance",Kendall Ryan,Kendall Ryan,,FALSE,1,1.29,FALSE
282,Rich Dad Poor Dad,,2020,AUDIOBOOK,9781518906961,Business,Author's Republic,Ninja Reads,,FALSE,1,0.69,FALSE
283,Star Trek: Year Five: Odyssey's End Book 1,,2020,COMIC,9781684068265,,IDW Publishing,Jackson Lanzing,T,FALSE,1,,FALSE
284,I Still Believe: The Greatest Hits,,2020,MUSIC,,Christian & Gospel,Stolen Pride Records LLC.,Jeremy Camp,,FALSE,1,1.49,FALSE
285,Dirty Sexy Saint,,2019,AUDIOBOOK,9781094207186,Romance,Findaway Voices,Carly Phillips,,FALSE,1,1.49,FALSE
286,Big Shot,,2019,AUDIOBOOK,9781987188219,Romance,Findaway Voices,Carly Phillips,,FALSE,1,1.49,FALSE
287,Faking It,,2019,AUDIOBOOK,9781094238869,Romance,Findaway Voices,Carly Phillips,,FALSE,1,1.49,FALSE
288,1984 - Radio BBC,,2019,AUDIOBOOK,9783481800901,Fiction,BN Publishing,George Orwell,,FALSE,1,,FALSE
289,Flare Up,,2019,EBOOK,9781488079252,"Contemporary, Fiction, Firefighters, Romance, Women",Carina Press,Shannon Stacey,,FALSE,1,1.34,FALSE
290,Summary of No-Drama Discipline: The Whole-Brain Way to Calm the Chaos and Nurture Your Child's De,,2020,AUDIOBOOK,9781518900464,Nonfiction,Author's Republic,Abbey Beathan,,FALSE,1,0.69,FALSE
291,Absolute Carnage,,2020,COMIC,9781302518110,"Media Tie-In, Superhero, Teen",Marvel Entertainment,Donny Cates,T,FALSE,1,,FALSE
292,Tales from the DC Dark Multiverse,,2020,COMIC,9781779501387,"Media Tie-In, Superhero, Teen",DC Comics,Scott Snyder,PA,FALSE,1,2.99,FALSE
293,One Little Lie,,2020,AUDIOBOOK,9780785228479,Christian Mystery,Thomas Nelson,Colleen Coble,,FALSE,1,3.99,FALSE
294,X-Men: Codename Wolverine,,2020,AUDIOBOOK,9781974991570,"Action & Adventure, Sci-Fi & Fantasy",Marvel,Marvel,,FALSE,1,2.99,FALSE
295,Color Out of Space,,2020,MOVIE,,Sci-Fi & Fantasy,RLJE Films,Nicolas Cage,NRA,FALSE,1,1.99,FALSE
296,"Get a Life, Chloe Brown",,2019,EBOOK,9780062941220,"Fiction, Multicultural & Interracial, Romance, Romantic Comedy, Women",HarperCollins,Talia Hibbert,,FALSE,1,1.99,FALSE
297,The Rook,,2012,AUDIOBOOK,9781611207095,Sci-Fi & Fantasy,"Dreamscape Media, LLC",Daniel O'Malley,,FALSE,1,,FALSE
298,Future Nostalgia,,2020,MUSIC,,Pop,Warner Records,Dua Lipa,,TRUE,1,1.49,FALSE
299,Time's Eye,,2008,AUDIOBOOK,9781982400637,Sci-Fi & Fantasy,Blackstone Publishing,Arthur C. Clarke,,FALSE,1,1.49,FALSE
300,The Worthing Saga,,2005,AUDIOBOOK,9781982469597,Sci-Fi & Fantasy,Blackstone Publishing,Orson Scott Card,,FALSE,1,1.49,FALSE
301,The Forsyte Saga,,2006,AUDIOBOOK,9781982443085,Classics,Blackstone Publishing,John Galsworthy,,FALSE,1,2.24,FALSE
302,The Children's Homer,,2006,AUDIOBOOK,9781982470784,Classics,Blackstone Publishing,Padraic Colum,,FALSE,1,1.49,FALSE
303,13 Gifts,,2011,AUDIOBOOK,9781338241167,"Children's, Comedy",Scholastic,Wendy Mass,,FALSE,1,1.99,TRUE
304,The Civilization of the Middle Ages,,2012,AUDIOBOOK,9781982468910,History,Blackstone Publishing,Norman F. Cantor,,FALSE,1,2.24,FALSE
305,Arranged,,2007,MOVIE,,"Drama, Overcoming Adversity",Film Movement,Zoe Lister-Jones,NRT,FALSE,1,1.99,FALSE
306,The Conscience of a Conservative,,2011,AUDIOBOOK,9781452621241,Nonfiction,Tantor Audio,Barry Goldwater,,FALSE,1,1.14,FALSE
307,The Confessions of Saint Augustine,,2010,AUDIOBOOK,9781400196128,Biography,Tantor Audio,Saint Augustine,,FALSE,1,2.44,FALSE
308,Farm City,,2009,AUDIOBOOK,9781400192984,Biography,Tantor Audio,Novella Carpenter,,FALSE,1,2.14,FALSE
309,Bug Out,,2011,AUDIOBOOK,9781452622828,Nonfiction,Tantor Audio,Scott B. Williams,,FALSE,1,2.14,FALSE
310,Altered Carbon,,2005,AUDIOBOOK,9781400121373,Sci-Fi & Fantasy,Tantor Audio,Richard K. Morgan,,FALSE,1,2.84,FALSE
311,Soul Time In Hawaii,,2006,MUSIC,,Jazz,"The Verve Music Group, a Division of UMG Recordings, Inc.",Ohta San,,FALSE,1,1.49,FALSE
312,All-of-a-Kind Family Downtown,,1972,AUDIOBOOK,9781593163631,Children's,"Listen & Live Audio, Inc.",Sydney Taylor,,FALSE,1,1.29,TRUE
313,All-of-a-Kind Family,,1979,AUDIOBOOK,9781593163624,Children's,"Listen & Live Audio, Inc.",Sydney Taylor,,FALSE,1,1.29,TRUE
314,Winnie the Pooh,,2011,MUSIC,,Soundtrack,Walt Disney Records,Various Artists,,FALSE,1,1.49,TRUE
315,The 5th Wave,,2013,AUDIOBOOK,9781624068676,Sci-Fi & Fantasy,"Dreamscape Media, LLC",Rick Yancey,,FALSE,1,2.99,FALSE
316,The Battle For Midway,,2001,MOVIE,,"American, Documentary, History",National Geographic,,NRC,FALSE,1,0.99,FALSE
317,The Good Lord Bird,,2013,AUDIOBOOK,9781624067112,Drama,"Dreamscape Media, LLC",James McBride,,FALSE,1,2.99,FALSE
